"Probe.set"	"Name"	"GB.acc"	"Symbol"	"Cytoband"	"C_1"	"C_2"	"C_3"	"C_4"	"C_5"	"C_6"	"C_7"	"C_8"	"C_9"	"C_10"	"C_11"	"C_12"	"C_13"	"C_14"	"DMD_4"	"DMD_5"	"DMD_6"	"DMD_7"	"DMD_10"	"DMD_11"	"DMD_12"	"DMD_13"	"DMD_14"	"DMD_15"	"DMD_16"	"DMD_17"	"DMD_18"	"DMD_19"	"DMD_20"	"DMD_21"	"DMD_22"	"DMD_23"	"DMD_24"
"460"	"203200_s_at"	"5-methyltetrahydrofolate-homocysteine methyltransferase reductase"	"NM_024010"	"MTRR"	"Chr:5p15.3-p15.2"	6.839949131	8.098783493	7.358477592	7.405375957	7.635538578	7.492014885	7.352423668	7.746504307	7.398309708	8.047675133	8.264855385	8.117093086	7.459345341	7.501731873	7.525579929	8.012276649	7.120326996	7.327849388	6.760807991	7.039661884	8.038222313	7.099622726	6.757312298	7.87100029	6.992099762	6.535274506	6.802116394	7.12222147	7.812450409	7.104370594	7.629188061	7.263756752	7.851586819
"461"	"203230_at"	""	"AF006011"	""	""	8.838706017	9.317263603	8.517431259	9.132173538	9.540252686	8.93471241	8.438268661	9.367996216	8.517986298	9.616633415	9.650352478	9.409705162	9.096369743	8.96287632	8.947343826	8.773580551	8.112223625	8.56504631	8.634421349	8.407487869	8.733563423	8.680970192	8.439686775	8.91544342	8.935860634	8.203762054	8.854471207	9.206422806	8.548251152	8.757711411	9.099282265	8.193273544	8.531541824
"462"	"203231_s_at"	"ataxin 1"	"AW235612"	"ATXN1"	"Chr:6p23"	6.996412754	6.850511074	7.180649281	7.001138687	8.619494438	7.422418594	6.710048199	8.217107773	7.52023077	7.210326672	6.922080994	7.338195801	7.142619133	7.28364563	7.259206772	7.716966629	7.738777637	7.159193993	7.363200188	6.559812069	8.118873596	7.012617588	6.222227573	8.107299805	6.642335892	7.145915508	7.036282063	7.772323132	8.132872581	6.324472427	7.276772499	7.326563358	8.168638229
"463"	"203232_s_at"	"ataxin 1"	"NM_000332"	"ATXN1"	"Chr:6p23"	6.947941303	6.912619114	6.627914429	7.291510105	7.865000725	6.845051289	6.62100172	7.961120605	6.992157936	7.93005228	7.931542873	7.847118855	7.555491447	6.880846024	7.745679379	8.043387413	7.189027786	6.605353355	7.53551054	6.67641592	7.850484371	7.356971264	6.990968704	7.629935265	7.148126602	6.463836193	6.545305252	7.41342926	6.990088463	7.265865803	7.739955425	6.495958805	7.127583027
"464"	"203255_at"	"F-box protein 11"	"NM_018693"	"FBXO11"	"Chr:2p16.3"	5.992768288	6.569586754	6.195416451	5.868523121	7.085617065	6.481502533	6.157911777	7.191559792	6.187700272	7.027431488	7.045345783	6.773299217	7.165956497	6.378749847	6.930605412	7.551250458	7.242033482	6.250306606	6.284982204	6.274023533	7.634836674	6.282562733	6.150599003	6.908531666	6.028501511	6.069265366	6.103478432	6.438313484	6.510656834	6.440663338	6.988291264	6.47344923	6.3500247
"465"	"203282_at"	"glucan (1,4-alpha-), branching enzyme 1 (glycogen branching enzyme, Andersen disease, glycogen storage disease type IV)"	"NM_000158"	"GBE1"	"Chr:3p12.3"	8.657036781	9.776003838	9.126372337	10.0407238	9.863532066	9.235312462	9.410108566	9.726161003	8.390739441	10.34491444	10.01680183	9.410692215	9.648627281	9.540473938	9.116413116	9.934908867	9.751710892	8.764182091	8.239961624	8.81725502	9.90200901	8.690054893	8.658062935	9.287528038	9.053153992	7.75305891	8.07281208	8.962310791	9.001296043	9.162249565	9.743358612	8.85327816	9.907052994
"466"	"203290_at"	"major histocompatibility complex, class II, DQ alpha 1"	"NM_002122"	"HLA-DQA1"	"Chr:6p21.3"	6.528242111	6.749591827	6.624884129	6.687097549	6.290782928	6.72877264	6.73767519	7.240722179	6.700538635	6.625339985	7.328618526	7.037157536	6.597445965	6.716692448	7.523520947	9.295063972	6.746707439	6.628669739	6.612353325	7.301858902	9.657614708	6.639098644	8.603490829	6.672793388	7.69931221	7.480590343	8.196712494	8.207164764	10.56880188	7.568147182	7.118078709	6.667552948	7.785347939
"467"	"203295_s_at"	"ATPase, Na+/K+ transporting, alpha 2 (+) polypeptide"	"AW440492"	"ATP1A2"	"Chr:1q21-q23"	10.20745182	10.94649315	10.2137413	11.05608749	11.20002937	11.06680107	10.78117657	11.37810326	10.34729195	11.62247276	10.64884377	10.91355801	10.12383366	10.66120625	10.41552258	10.05330753	9.075810432	10.41884327	9.802482605	9.629424095	10.41203117	10.36161709	9.612703323	10.48357582	10.23864651	9.50490284	9.591997147	11.05346012	9.217981339	10.28112125	10.94250393	9.671190262	10.06286335
"468"	"203296_s_at"	"ATPase, Na+/K+ transporting, alpha 2 (+) polypeptide"	"NM_000702"	"ATP1A2"	"Chr:1q21-q23"	10.44136143	11.63866711	10.88859749	11.70565224	11.4335146	11.34311104	11.46386051	11.75112915	10.92763042	11.82658386	11.60647106	11.62422562	11.19077492	11.29554081	10.77657604	10.90346909	9.839715958	10.90983677	10.50909328	10.7607336	10.87782192	11.5415411	10.14237309	10.98776913	10.63840389	10.08455753	10.16574001	11.50839806	10.50796986	10.76931572	10.96935177	10.53635025	10.94547367
"469"	"203305_at"	"coagulation factor XIII, A1 polypeptide"	"NM_000129"	"F13A1"	"Chr:6p25.3-p24.3"	8.650224686	8.38065052	8.691562653	8.34108448	8.055892944	8.5514431	8.625988007	8.04902935	8.053531647	7.735559464	7.91728878	8.079062462	8.187063217	8.244873047	9.053931236	8.319869995	8.568786621	8.840621948	8.603343964	9.157402992	8.910186768	9.023021698	9.117962837	8.715369225	8.873456001	8.862520218	9.927366257	8.746387482	9.350769997	9.296807289	8.900016785	8.745711327	8.732738495
"470"	"203316_s_at"	"small nuclear ribonucleoprotein polypeptide E"	"NM_003094"	"SNRPE"	"Chr:1q32"	8.382040024	9.041185379	8.96097374	8.643597603	9.319889069	8.360664368	8.852034569	9.548130989	7.81860733	9.240510941	9.128899574	8.926978111	8.899332047	8.160433769	9.306149483	9.299080849	9.891109467	9.28786087	8.85353756	8.804246902	9.942462921	9.009963036	9.237945557	9.619698524	8.90089035	8.078845024	9.227905273	9.024255753	8.930974007	9.066819191	9.286450386	8.357416153	8.705686569
"471"	"203323_at"	"caveolin 2"	"BF197655"	"CAV2"	"Chr:7q31.1"	6.737381935	6.73367691	7.347307682	6.647841454	7.831924915	5.720302105	6.657402992	7.612642765	6.011608124	7.844447136	7.466425896	7.083351612	8.17032814	6.429743767	8.240087509	7.696229458	6.354761124	6.522274971	7.085039616	6.956296921	8.113557816	6.990876198	6.590112686	6.502894878	6.869856358	7.064984322	7.140038967	7.69286871	6.684010506	7.591376781	7.577349186	6.875375271	6.630238056
"472"	"203324_s_at"	"caveolin 2"	"NM_001233"	"CAV2"	"Chr:7q31.1"	5.820903301	5.65234375	5.979055405	5.504543781	6.39656496	5.090934753	5.292541504	6.058039665	5.114929199	5.802018166	6.074975967	5.733306408	6.842102528	5.180433273	7.031947613	6.081381321	5.410835743	5.576678753	5.766234398	5.846150875	6.646499157	5.726692677	5.565688133	5.558907509	5.669371605	5.620348454	5.880102634	5.910277843	5.696166515	5.953998089	6.37275362	5.589253902	5.132782459
"473"	"203325_s_at"	"collagen, type V, alpha 1"	"AI130969"	"COL5A1"	"Chr:9q34.2-q34.3"	8.225124359	7.481940269	8.291229248	7.687068939	8.192922592	7.377325058	8.001189232	7.978273392	7.49041748	7.496520519	7.793087959	7.441654205	8.571620941	7.277202129	8.945086479	9.427530289	8.15067482	8.110608101	8.683311462	8.639040947	8.72333622	7.856847763	8.773109436	8.097915649	8.80454731	7.89811945	8.426520348	7.754307747	8.307393074	8.683735847	8.450097084	7.598074436	8.330931664
"474"	"203335_at"	"phytanoyl-CoA 2-hydroxylase"	"NM_006214"	"PHYH"	"Chr:10pter-p11.2"	9.767824173	10.37628365	9.838474274	10.08178711	10.49746704	9.900556564	10.11116028	10.27545834	10.14666462	10.98022652	10.74577427	10.81104755	10.13063335	10.28201962	10.08716774	9.980338097	9.247005463	10.02143764	9.252245903	9.546233177	9.836367607	9.672075272	9.087229729	9.259114265	9.54888916	8.477131844	9.393122673	10.39706707	9.136193275	9.672759056	9.940396309	9.230244637	9.466268539
"475"	"203336_s_at"	"integrin beta 1 binding protein 1"	"AL548363"	"ITGB1BP1"	"Chr:2p25.2"	7.634437084	7.984242916	7.920609474	7.256137848	8.464315414	7.106896877	7.777960777	8.056853294	6.786561012	7.205917358	8.04223156	7.594370842	7.861324787	6.964975357	8.221506119	7.883559227	7.871198177	7.964295387	7.518053055	8.123435974	8.506084442	8.092041016	6.981841564	7.819444656	8.451256752	7.24882412	8.6264534	8.278659821	8.061728477	8.385424614	8.131484985	7.057712078	7.330105305
"476"	"203340_s_at"	"solute carrier family 25 (mitochondrial carrier, Aralar), member 12"	"NM_003705"	"SLC25A12"	"Chr:2q24"	8.691754341	8.869896889	8.9575243	8.918199539	9.652393341	9.168152809	9.025775909	9.032527924	8.196389198	9.349192619	10.03453827	9.70080471	9.687748909	9.597811699	8.847140312	9.033633232	7.949038506	9.057498932	8.300655365	8.865530968	9.085686684	8.520318985	8.564131737	8.86033535	8.798112869	8.091114998	8.668171883	9.273554802	8.851017952	9.486421585	9.275515556	8.41460228	9.531032562
"477"	"203381_s_at"	"apolipoprotein E"	"N33009"	"APOE"	"Chr:19q13.2"	6.675755978	6.329203129	7.305325985	6.751644611	7.398164272	6.73418951	6.553658962	7.020143509	6.610293388	6.482985973	6.947472095	7.194356441	7.836090088	6.158265591	8.518122673	6.955801487	7.254861355	7.761507034	7.644572735	7.564734936	8.012031555	7.569544792	7.917710304	7.267598152	8.673139572	7.616945744	8.249929428	8.379581451	7.380971432	8.41701889	7.936676025	8.039966583	8.539194107
"478"	"203382_s_at"	"apolipoprotein E"	"NM_000041"	"APOE"	"Chr:19q13.2"	6.733336926	7.607405186	7.77593565	7.056170464	7.800381184	6.757713795	6.867315769	6.961876869	6.668943882	6.850796223	7.307600498	7.177219868	7.60691452	6.964648724	9.20807457	7.179724693	7.057891369	7.817279339	8.048801422	8.294491768	7.987268448	7.833991528	8.603246689	7.491961479	8.918294907	8.023491859	8.621184349	8.91652298	7.353342056	9.102947235	8.102919579	7.774356842	7.784738541
"479"	"203386_at"	"TBC1 domain family, member 4"	"AI650848"	"TBC1D4"	"Chr:13q22.2"	6.974338055	7.482348919	7.379258633	7.835663795	8.033677101	8.059016228	7.672668934	7.770782948	7.787230968	8.43134594	8.406434059	7.730767727	7.797729969	7.352900982	6.808196068	7.298824787	8.008250237	7.149267197	7.15465641	6.82997036	7.665800571	7.807812691	6.956278324	7.468408585	7.066603661	6.374036312	6.847618103	8.141751289	6.671230316	7.405277252	7.662281036	6.531241894	6.772310734
"480"	"203387_s_at"	"TBC1 domain family, member 4"	"NM_014832"	"TBC1D4"	"Chr:13q22.2"	8.380237579	8.191392899	8.822968483	9.215798378	9.344530106	9.288661003	8.737021446	8.974862099	8.71958828	9.202764511	9.485098839	9.256630898	9.10432148	8.893445969	8.246524811	8.901488304	9.409814835	8.206661224	8.078126907	8.424466133	9.129052162	8.757931709	8.019439697	8.17011261	8.030076981	8.102140427	8.170773506	9.277475357	8.589132309	8.222667694	8.416407585	8.220644951	8.259455681
"481"	"203403_s_at"	"ring finger protein (C3H2C3 type) 6"	"NM_005977"	"RNF6"	"Chr:13q12.2"	6.070203781	6.632488251	6.126410007	7.221199989	6.712532043	6.290183544	5.737624645	6.636750221	5.197938442	7.203588963	6.504832745	6.788115501	6.323040962	6.320642471	6.452569962	6.978167534	7.849923611	5.857708454	5.363714218	6.180964947	7.425156593	6.323040962	6.017744064	6.406837463	6.431744099	5.275177002	6.136869907	6.323040962	6.809967995	6.253953934	7.293626308	5.635751247	6.826176643
"482"	"203411_s_at"	"lamin A/C"	"NM_005572"	"LMNA"	"Chr:1q21.2-q21.3"	9.170865059	9.347301483	9.203839302	9.249137878	9.834059715	9.272697449	8.94729805	9.581595421	8.833747864	9.515680313	9.53113842	9.442133904	9.757581711	9.113506317	10.01254082	9.550834656	9.569644928	9.881104469	10.03443146	9.527259827	10.161026	9.398514748	9.993540764	10.47113419	10.62669945	9.631738663	10.73539257	9.855507851	9.234930038	10.41431427	10.32910919	9.31402874	10.04749203
"483"	"203414_at"	"monocyte to macrophage differentiation-associated"	"NM_012329"	"MMD"	"Chr:17q"	7.146409512	6.994987965	8.017250061	6.655374527	8.110743523	7.7123456	7.160889626	6.414475918	8.147934914	7.745825291	8.792136192	7.607355118	7.663125992	7.349526405	8.869509697	7.72326088	7.869368076	7.374055862	7.782127857	7.379628181	7.697445869	7.735451698	6.877112865	7.745844841	6.761478901	6.976566792	7.3993783	7.585721016	7.428714275	7.916004658	8.394899368	7.623861313	7.495960236
"484"	"203448_s_at"	"telomeric repeat binding factor (NIMA-interacting) 1"	"AI347136"	"TERF1"	"Chr:8q13"	5.385387421	5.488130569	5.479367256	5.523715019	6.471180439	5.191818237	5.40574646	6.246086597	5.243942738	5.975486755	5.910576344	5.752192974	5.628560543	5.287093163	6.016381264	6.537165642	6.29883194	5.752784252	5.348361492	5.356990337	6.974756241	5.333900928	5.33810091	6.201336861	5.44001627	5.235606194	5.448921204	5.377490997	6.306086063	5.468999863	6.296528339	5.673535824	5.816954613
"485"	"203455_s_at"	"spermidine/spermine N1-acetyltransferase 1"	"NM_002970"	"SAT1"	"Chr:Xp22.1"	6.243758202	6.885989666	6.795153141	6.271389484	7.390323639	6.20589304	6.586841106	6.576761723	6.533923626	6.87721777	6.801382065	6.707047462	6.870377541	6.256233215	8.649914742	7.803930759	7.853432655	7.93391943	7.391161919	8.255601883	8.46152401	8.815460205	7.103579998	8.673089027	8.666222572	7.434607029	7.842725754	7.904936314	8.700592041	8.464537621	7.481853485	7.71352005	7.92362833
"486"	"203465_at"	"mitochondrial ribosomal protein L19"	"NM_014763"	"MRPL19"	"Chr:2q11.1-q11.2"	5.476193428	5.506782055	5.549852848	5.490828991	6.464135647	5.359093666	5.640619278	6.269540787	5.14335537	6.276422024	6.376232147	6.495294094	5.806882858	5.601038933	5.706951141	6.402328014	5.596708775	5.678015232	5.383998871	5.19218111	6.089972973	5.323344707	5.229031563	5.549852848	5.557678699	4.945856571	5.339729309	5.713610172	5.612016678	5.363659382	5.645258427	5.394083977	5.62570858
"487"	"203477_at"	"collagen, type XV, alpha 1"	"NM_001855"	"COL15A1"	"Chr:9q21-q22"	9.951385498	8.915683746	10.57411098	9.220527649	10.66322517	9.675250053	10.45061684	10.38426113	9.208366394	10.21089077	10.24127293	10.39086819	11.49769878	9.734257698	11.37219334	11.74652195	10.7216053	10.53680229	10.47932434	10.72727585	11.47850132	9.907045364	10.7126503	10.9510088	10.23933029	10.31328964	9.497019768	10.06186295	10.69334316	10.86895275	11.02235889	9.852132797	10.7535429
"488"	"203484_at"	"Sec61 gamma subunit"	"NM_014302"	"SEC61G"	"Chr:7p11.2"	7.976537228	8.556605339	8.353327751	7.800505638	8.813353539	7.84820652	8.308086395	8.808206558	7.33913517	8.514209747	8.784274101	8.214772224	8.212903023	7.063016415	8.730753899	8.975333214	9.395175934	8.559269905	8.339185715	8.011235237	9.019323349	8.465442657	8.650105476	8.942990303	8.776201248	7.85938406	9.000887871	8.72853756	8.340049744	8.847132683	8.257947922	7.794207096	8.460700035
"489"	"203489_at"	"SIVA1, apoptosis-inducing factor"	"NM_006427"	"SIVA1"	"Chr:14q32.33"	7.760998726	8.702910423	7.876415253	7.816224098	8.339672089	7.929133415	8.157030106	8.436676979	7.303405762	8.253702164	8.273017883	8.244657516	7.978365421	7.561024666	8.187180519	6.881455898	6.501103401	7.277792454	7.754580021	7.233124256	7.098471165	7.54410553	7.860165596	7.769528866	7.904622078	7.51753521	8.231028557	8.775931358	6.626088142	8.140704155	7.872989655	6.836883068	7.476252556
"490"	"203504_s_at"	"ATP-binding cassette, sub-family A (ABC1), member 1"	"NM_005502"	"ABCA1"	"Chr:9q31.1"	7.156837463	9.047559738	7.218130589	7.572692871	8.218405724	6.90741396	7.447975159	7.28488493	7.559115887	7.706938267	7.527609825	7.510791302	7.751013279	7.435491085	7.784796238	7.999257088	8.119730949	7.716285706	7.450169563	7.483145237	8.150878906	8.133840561	7.075446129	7.357207298	7.82043457	6.947107315	7.020233631	8.408904076	7.481863022	8.299237251	7.707073689	7.265574932	7.616394997
"491"	"203516_at"	"syntrophin, alpha 1 (dystrophin-associated protein A1, 59kDa, acidic component)"	"NM_003098"	"SNTA1"	"Chr:20q11.2"	8.845099449	9.220914841	8.823389053	8.926228523	9.257955551	8.820228577	9.197761536	9.063529015	8.049406052	9.202019691	9.107688904	8.996865273	8.839512825	9.049657822	8.624386787	7.982638359	7.749862671	8.226588249	8.456212044	8.483326912	8.039200783	8.635476112	8.647778511	8.466032028	9.067914009	8.303419113	8.678263664	9.316496849	7.813260078	8.948762894	8.780863762	7.80028677	8.660718918
"492"	"203531_at"	"cullin 5"	"BF435809"	"CUL5"	"Chr:11q22-q23"	8.224801064	8.836489677	8.558523178	9.07760334	9.232870102	9.021923065	8.587446213	9.42332077	8.166640282	9.324012756	9.621105194	9.405730247	8.955115318	8.817387581	8.763830185	8.932971001	8.430526733	8.470740318	7.862463951	8.074993134	9.059118271	8.614507675	8.205904007	8.587446213	8.319316864	7.009313583	8.014220238	8.824901581	8.328414917	8.541408539	8.587446213	7.959486485	8.311541557
"493"	"203542_s_at"	"Kruppel-like factor 9"	"AI690205"	"KLF9"	"Chr:9q13"	8.253497124	7.764095306	8.683135033	9.307167053	10.0061512	9.160234451	9.351341248	9.443118095	8.691242218	9.303600311	8.994369507	9.139924049	8.45348835	8.711828232	8.554922104	8.947122574	8.475874901	8.653834343	8.53630352	7.827949524	9.320044518	8.509950638	7.466650009	8.488908768	7.546309948	7.931281567	7.720698357	8.620624542	8.457180977	7.923311234	9.202999115	8.262811661	8.301613808
"494"	"203543_s_at"	"Kruppel-like factor 9"	"NM_001206"	"KLF9"	"Chr:9q13"	5.217327118	5.235478878	6.2904706	6.816159725	6.800296783	6.452713013	7.232208252	7.300712585	5.682761192	7.06943655	7.232041836	6.763633728	5.992007732	5.980931282	5.854652882	7.06838131	5.57644558	5.81892252	5.45997858	5.526075363	6.798850536	6.858347893	5.479162216	5.726148605	5.252192497	5.149481297	5.296607018	6.812404633	5.860536575	5.798834324	6.491904259	5.687500477	5.617120266
"495"	"203548_s_at"	"lipoprotein lipase"	"BF672975"	"LPL"	"Chr:8p22"	10.68386745	11.45312405	10.4113245	9.027702332	10.91159344	10.41966343	10.97736168	10.85679913	10.24911976	11.47728729	10.53489208	10.60733509	9.767489433	8.786177635	10.75906563	10.3029089	6.963376045	8.426692963	9.493127823	9.784227371	10.35245323	9.653596878	7.958058357	9.864488602	7.825833321	7.635831833	6.817014217	9.508719444	8.649002075	9.509316444	10.30087948	8.776151657	8.746349335
"496"	"203549_s_at"	"lipoprotein lipase"	"NM_000237"	"LPL"	"Chr:8p22"	11.1181221	12.11183262	10.87296391	9.403463364	11.14174843	10.88328171	11.56671143	11.10309315	10.49306297	11.96833897	11.57854748	10.92001915	10.52983665	8.888667107	10.90013504	10.56050491	7.578490734	9.281139374	10.12493134	10.37931538	10.19444942	10.41445065	9.149569511	10.1631546	8.709729195	9.241462708	7.425073147	10.53621006	8.703802109	10.19253254	10.25856495	8.887500763	8.678010941
"497"	"203566_s_at"	"amylo-1, 6-glucosidase, 4-alpha-glucanotransferase (glycogen debranching enzyme, glycogen storage disease type III)"	"NM_000645"	"AGL"	"Chr:1p21"	9.606433868	8.598083496	10.22772312	10.63039207	10.66730022	10.89471626	9.472003937	10.70525837	8.819526672	10.03932571	11.18197823	11.12875938	10.8848362	10.84652424	10.2458477	10.77282333	9.949905396	9.932907104	8.857248306	9.698151588	10.89315605	9.649977684	9.69615078	10.14567661	9.510829926	8.77050972	9.928607941	9.955933571	10.6055088	10.47488117	10.35531616	9.848474503	10.32999039
"498"	"203570_at"	"lysyl oxidase-like 1"	"NM_005576"	"LOXL1"	"Chr:15q24-q25|15q22"	6.02154541	5.910237312	6.672348499	6.270361423	6.668599129	5.790472984	6.349653721	6.489826202	5.553224087	6.250383377	6.420832157	6.102810383	7.726222515	6.299779892	7.996200562	7.337785244	6.468617439	6.623644352	6.896469593	7.302155972	8.062901497	6.606999874	7.662751198	6.805476189	8.937068939	6.493634224	7.71333456	6.990283012	7.419188499	7.951176167	6.932064056	6.792916775	7.023896217
"499"	"203571_s_at"	"chromosome 10 open reading frame 116"	"NM_006829"	"C10orf116"	"Chr:10q23.2"	7.770596027	7.600902081	8.51912117	7.633190632	9.137675285	6.891186714	7.88101244	8.259111404	7.205468655	7.276463509	7.785473347	7.296358585	7.107304096	6.950026989	9.98572731	7.073948383	8.346390724	8.20996666	9.072216034	8.807146072	8.174483299	8.530284882	8.896530151	8.07943821	9.174703598	7.977425098	9.244073868	9.494395256	7.2132864	10.19108582	9.465902328	7.591132641	9.001124382
"500"	"203608_at"	"aldehyde dehydrogenase 5 family, member A1 (succinate-semialdehyde dehydrogenase)"	"AL031230"	"ALDH5A1"	"Chr:6p22.2-p22.3"	6.049712658	5.971999645	6.637322903	6.679940224	7.136532307	6.719599724	5.85407877	7.946167946	5.880951405	7.163626194	7.512774467	7.593671322	6.424515247	6.690534592	6.81981039	7.092488289	5.64321661	5.887079716	5.535865784	6.184634209	7.176596165	6.131549835	5.892559052	6.243779659	6.106182098	5.518580914	5.858235836	6.563159943	6.240182877	6.260690689	7.192482948	5.942761421	6.341364861
"501"	"203645_s_at"	"CD163 molecule"	"NM_004244"	"CD163"	"Chr:12p13.3"	7.533239841	7.407513142	7.437776566	7.09541893	7.110762119	7.444293022	7.81378746	7.165877819	7.49893856	7.26529789	7.278684616	7.774782181	7.547029018	7.390805721	8.494625092	8.007021904	8.647592545	8.331831932	7.931380272	8.074233055	8.672599792	9.193980217	8.434288979	8.788452148	8.964994431	7.692900658	8.9124403	9.153129578	9.074084282	8.973694801	8.411282539	7.814296246	8.246199608
"502"	"203649_s_at"	"phospholipase A2, group IIA (platelets, synovial fluid)"	"NM_000300"	"PLA2G2A"	"Chr:1p35"	8.008991241	9.260015488	8.247011185	8.404042244	8.710169792	8.072711945	8.448027611	8.154592514	8.101631165	7.975046635	7.986065865	11.05764103	7.524994373	7.911715031	10.05807972	8.900318146	9.497502327	9.657776833	9.268463135	9.751054764	9.523903847	10.87031841	10.05838108	11.22399235	10.85370445	9.507925987	12.70554066	11.38490105	10.8866291	11.25131512	10.98116112	10.60292721	9.327831268
"503"	"203667_at"	"tubulin folding cofactor A"	"NM_004607"	"TBCA"	"Chr:5q14.1"	7.86384058	8.293907166	8.050379753	7.815485001	8.773748398	7.477374077	8.079441071	8.62613678	6.866972923	8.479337692	8.105103493	7.747703075	7.82158041	7.248356342	8.9460392	8.587485313	8.909480095	8.192140579	8.121498108	8.218456268	9.228657722	8.828584671	8.168704987	8.761818886	8.588335037	7.881250381	8.697702408	8.463920593	8.32356739	8.71292305	7.7537117	7.045903683	8.328089714
"504"	"203672_x_at"	"thiopurine S-methyltransferase"	"U12387"	"TPMT"	"Chr:6p22.3"	8.482134819	8.770638466	9.435881615	8.650147438	7.069309711	9.37003231	9.397528648	8.571603775	9.452456474	8.201283455	8.288285255	8.767202377	8.097812653	9.174124718	7.176831722	7.36716938	7.420295715	9.54384613	7.751127243	9.17109108	6.89496994	8.989258766	8.564451218	8.893426895	7.589198589	8.441570282	7.63492918	7.290860653	8.832152367	7.768300056	7.722009659	10.49688339	9.335256577
"505"	"203675_at"	"nucleobindin 2"	"NM_005013"	"NUCB2"	"Chr:11p15.1-p14"	4.699445248	5.15720892	5.231968403	5.549605846	5.783334255	5.224167824	4.867114067	5.206062794	4.59459734	5.755475521	5.0714221	5.391586304	5.156255722	4.868309975	5.939466476	5.774320126	5.682954788	5.50090456	5.528699398	5.390423298	6.21133709	5.464850903	5.817502022	5.652121067	6.210000038	5.102830887	5.802318573	5.657121658	5.836728096	6.104139328	5.690776825	5.164666653	6.087080002
"506"	"203697_at"	"frizzled-related protein"	"U91903"	"FRZB"	"Chr:2qter"	5.890200138	8.386014938	5.700976372	8.956802368	6.60446167	6.643855572	7.74053812	5.683194637	6.271697998	6.931038857	5.891716003	7.430650711	6.708448887	5.776589394	7.397454739	6.914037704	7.871994495	8.205037117	7.061676025	7.54320097	7.45734787	6.791777611	7.289555073	6.719470024	8.117712975	7.22248888	6.111771584	8.338845253	8.202323914	7.095016479	9.205053329	8.253007889	9.03289032
"507"	"203698_s_at"	"frizzled-related protein"	"NM_001463"	"FRZB"	"Chr:2qter"	5.824641705	6.621495724	5.579301357	7.72549963	5.852260113	5.582997799	6.451900959	5.446901798	5.271884918	5.944504261	5.28189373	6.367771626	5.757667065	5.491816998	6.284823895	5.743558884	6.624198914	6.45656538	6.065116405	6.165703773	5.705405712	5.745428085	6.129423141	5.585601807	7.155491352	6.120010376	5.858547688	7.394826889	6.923053265	5.963431835	8.216402054	7.235646248	6.774096966
"508"	"203704_s_at"	""	"AW118862"	""	""	6.992795467	7.878405094	6.945682049	7.366049767	7.963056564	5.9664855	6.884039402	7.790027142	5.838955879	7.300333023	7.19978857	7.207994938	6.951198101	5.791306496	7.963500977	7.262310505	7.148214817	6.706105709	6.838671207	6.939761639	8.174611092	7.197325706	7.158549786	7.100738049	7.262190342	6.510752678	7.277834415	7.504824162	7.037963867	7.566944122	7.331184387	6.732852936	7.08976984
"509"	"203708_at"	"phosphodiesterase 4B, cAMP-specific (phosphodiesterase E4 dunce homolog, Drosophila)"	"NM_002600"	"PDE4B"	"Chr:1p31"	8.369300842	8.207886696	8.061795235	7.416609287	8.280827522	7.402628899	7.440858364	8.53643322	7.632908821	8.898217201	8.772418976	9.024208069	8.54433918	7.649729729	8.168054581	8.814599991	8.161254883	7.863108158	7.577839851	7.791975498	9.206716537	7.283434868	7.793249607	9.883852005	7.876387596	6.673222065	9.303295135	7.569592476	8.425997734	8.318944931	7.979514599	8.228874207	7.880731106
"510"	"203725_at"	"growth arrest and DNA-damage-inducible, alpha"	"NM_001924"	"GADD45A"	"Chr:1p31.2-p31.1"	7.264691353	10.07803535	7.822484016	7.773981094	8.472964287	7.211310387	7.449474335	8.023774147	7.802004337	7.885325432	7.86345911	8.419743538	7.716052532	7.321056843	8.906910896	8.730647087	9.78883934	8.818261147	8.487094879	8.581414223	9.025850296	9.394387245	9.084347725	8.843774796	8.382545471	7.574262142	9.224178314	9.165658951	9.289520264	8.826907158	8.893712997	8.498030663	9.687987328
"511"	"203729_at"	"epithelial membrane protein 3"	"NM_001425"	"EMP3"	"Chr:19q13.3"	6.794687748	7.918828011	7.458823204	7.063536644	8.124092102	7.048937798	7.728311539	7.499965668	7.053116322	7.154981136	7.574063301	7.074474335	8.027778625	7.460056782	8.880040169	8.72905159	8.261872292	8.097661018	8.556072235	8.154280663	8.960346222	8.228702545	8.835512161	8.736842155	9.098775864	8.111635208	9.79279995	8.972631454	8.059143066	9.110251427	8.970386505	7.968184471	8.276441574
"512"	"203752_s_at"	"jun D proto-oncogene"	"NM_005354"	"JUND"	"Chr:19p13.2"	9.866431236	10.10285187	9.921024323	10.22412395	10.90488815	11.04527092	10.5860424	11.10464668	9.781474113	11.58551979	11.17199421	10.78276443	10.87369347	10.48489094	10.62897587	11.27089405	10.78917027	10.47618675	10.59721756	10.49695206	11.13989067	10.06947231	10.77060127	11.44415283	10.79794407	10.7493248	10.58975124	10.75312614	10.87755108	10.99701595	11.23072338	10.19928646	11.26193333
