ID;chromosome;Start_coord;End_coord;Blood;SC_Fat;Muscle;Gene_centric;CGI_centric;Pval;Pval_corrected
cg14008640;chr22;50530380;50530380;.867037185;.810149896;.791647204;Gene body;CGI Shore;7.69E-05;0
cg14009075;chr22;43807401;43807401;.300383217;.234586073;.279846327;Proximal promoter;CpG islands;.000611136;0
cg14013300;chr22;29196047;29196047;.054469549;.053812017;.055806198;Gene body;CGI Shore;.917961574;0
cg14014225;chr22;38479236;38479236;.759341403;.835200733;.852953769;Proximal promoter;CGI Shore;7.73E-05;0
cg14015726;chr22;40807049;40807049;.878423506;.867821993;.666648829;Gene body;Non CGI;3.33E-07;1
cg14021555;chr22;43485536;43485536;.101037718;.118467001;.113121749;Proximal promoter;CpG islands;.150048643;0
cg14022721;chr22;25507536;25507536;.104971848;.117502876;.109577364;Gene body;CpG islands;.209686261;0
cg14025844;chr22;45560366;45560366;.036750063;.047136255;.04146967;Proximal promoter;CGI Shore;.330572548;0
cg14026113;chr22;48977177;48977177;.764212094;.528041057;.355458671;Gene body;CpG islands;2.81E-13;1
cg14027297;chr22;26911633;26911633;.88259882;.863707601;.870076386;Distal promoter;CGI Shelf;.067614282;0
cg14028140;chr22;39953985;39953985;.105279091;.092764852;.084538399;Intergenic;CpG islands;.035656315;0
cg14030055;chr22;22006851;22006851;.062477151;.052756051;.049413214;Proximal promoter;CpG islands;.006775272;0
cg14031491;chr22;18324659;18324659;.858378495;.879792859;.893614301;Gene body;CpG islands;.001267076;0
cg14039649;chr22;38352398;38352398;.81008293;.821541632;.752909325;Gene body;CGI Shelf;5.64E-05;0
cg14043316;chr22;50743420;50743420;.659027078;.5433347;.657163345;Gene body;CGI Shore;.000101689;0
cg14043774;chr22;36013398;36013398;.616344043;.600642081;.31745108;Proximal promoter;Non CGI;8.85E-10;1
cg14049382;chr22;50781530;50781530;.06559675;.074865549;.0751509;Proximal promoter;CpG islands;.255411929;0
cg14053318;chr22;19967559;19967559;.959964712;.970498322;.976730638;Gene body;CpG islands;.041689806;0
cg14055351;chr22;38688721;38688721;.797742985;.72448439;.810423657;Gene body;Non CGI;1.16E-06;1
cg14059768;chr22;32571896;32571896;.169358584;.161875512;.118931351;Intergenic;CpG islands;.105452994;0
cg14062468;chr22;33453893;33453893;.139501638;.11594291;.097075768;Proximal promoter;CpG islands;.14672749;0
cg14069736;chr22;20255653;20255653;.017937914;.019529753;.016726572;Proximal promoter;CpG islands;.771195023;0
cg14071014;chr22;29863270;29863270;.822747902;.845414093;.812099172;Intergenic;CGI Shelf;.09455681;0
cg14072120;chr22;37640402;37640402;.093739788;.20256404;.258183621;Proximal promoter;Non CGI;9.55E-10;1
cg14077990;chr22;18892418;18892418;.619889425;.600121276;.553466561;Proximal promoter;CGI Shore;.001770381;0
cg14078309;chr22;43539574;43539574;.098456692;.122122076;.113961018;Proximal promoter;CGI Shore;.135208724;0
cg14083890;chr22;22019517;22019517;.847782277;.812548148;.800474815;Proximal promoter;CGI Shore;4.67E-05;0
cg14086647;chr22;31608022;31608022;.114545727;.141481027;.167837094;Proximal promoter;CpG islands;.000186472;0
cg14086922;chr22;18268239;18268239;.642696666;.719022229;.660092183;Downstream;CpG islands;.006759341;0
cg14090487;chr22;38003190;38003190;.074287437;.098482916;.100930483;Proximal promoter;CGI Shore;.001122687;0
cg14090647;chr22;24108000;24108000;.493672449;.563989891;.406285172;Gene body;CGI Shelf;7.96E-05;0
cg14090926;chr22;23970064;23970064;.864459115;.821158251;.871207404;Gene body;Non CGI;.001246438;0
cg14095048;chr22;25342876;25342876;.401298107;.677587876;.765706443;Distal promoter;Non CGI;1.64E-09;1
cg14095321;chr22;39644037;39644037;.830830233;.859035377;.886096068;Distal promoter;CGI Shelf;.007311597;0
cg14096051;chr22;21356040;21356040;.014936938;.013539448;.013850173;Proximal promoter;CpG islands;.694876571;0
cg14097849;chr22;39529194;39529194;.903923779;.927882659;.926214405;Gene body;Non CGI;.024330596;0
cg14106119;chr22;42084222;42084222;.02837999;.031657596;.029326071;Gene body;CGI Shore;.658593506;0
cg14107273;chr22;21271661;21271661;.026904761;.028352594;.024065253;Proximal promoter;CpG islands;.471888188;0
cg14112997;chr22;17591088;17591088;.564557319;.605720904;.610978778;Gene body;CGI Shore;.971066979;0
cg14114931;chr22;50943910;50943910;.801580332;.787044647;.787200687;Gene body;CGI Shore;.372867171;0
cg14127659;chr22;38350784;38350784;.64102797;.503212471;.490914535;Proximal promoter;CGI Shore;3.23E-06;1
cg14130977;chr22;19711023;19711023;.058205819;.328007598;.523847304;Proximal promoter;CpG islands;5.93E-10;1
cg14150023;chr22;40720631;40720631;.769600252;.870228632;.889549662;Gene body;Non CGI;.006894634;0
cg14153321;chr22;38246051;38246051;.236961769;.13747912;.097448143;Gene body;CGI Shore;2.97E-09;1
cg14153771;chr22;46753015;46753015;.807528953;.831778738;.86060421;Gene body;Non CGI;.000106561;0
cg14160556;chr22;19415066;19415066;.781660726;.776425794;.775402443;Gene body;CGI Shelf;.965676646;0
cg14162806;chr22;39641406;39641406;.446450288;.423642697;.320577969;Proximal promoter;CGI Shore;2.33E-06;1
cg14162929;chr22;41939981;41939981;.089696772;.097130043;.093514544;Proximal promoter;CpG islands;.637612163;0
cg14162959;chr22;39898040;39898040;.317111615;.214019212;.139971108;Proximal promoter;CGI Shore;5.18E-07;1
cg14164252;chr22;51066919;51066919;.026212628;.023522557;.022884826;Proximal promoter;CpG islands;.659035144;0
cg14171109;chr22;51047249;51047249;.883192682;.894352444;.893801613;Gene body;CGI Shelf;.342637507;0
cg14179908;chr22;44319666;44319666;.061871774;.072014766;.037756013;Proximal promoter;CpG islands;.4599367;0
cg14182563;chr22;51039000;51039000;.03044006;.028045249;.025608705;Proximal promoter;CpG islands;.487338674;0
cg14186256;chr22;23484241;23484241;.03224632;.02967824;.036631318;Proximal promoter;CpG islands;.653780332;0
cg14193886;chr22;30642728;30642728;.073879434;.092926821;.104648623;Proximal promoter;CGI Shore;.000853165;0
cg14194956;chr22;39378235;39378235;.127198749;.123145768;.125609795;Proximal promoter;Non CGI;.945175021;0
cg14201097;chr22;20231488;20231488;.640054076;.506479049;.517100279;Gene body;CGI Shore;3.08E-07;1
cg14201606;chr22;37827780;37827780;.865661873;.861880889;.888263599;Distal promoter;CGI Shelf;.109552907;0
cg14201946;chr22;21985496;21985496;.788924935;.854311221;.86476042;Proximal promoter;CGI Shore;5.5E-05;0
cg14205937;chr22;46373394;46373394;.20199265;.19952932;.240872693;Proximal promoter;CpG islands;.02126953;0
cg14209618;chr22;19554409;19554409;.828852128;.786043655;.841567081;Proximal promoter;CpG islands;.007441145;0
cg14222656;chr22;24820518;24820518;.08168722;.080930202;.098695316;Distal promoter;CpG islands;.102872506;0
cg14239351;chr22;43821115;43821115;.808510376;.667849046;.600512878;Gene body;CpG islands;3.68E-08;1
cg14240963;chr22;36925312;36925312;.02596207;.026953748;.029930561;Proximal promoter;CpG islands;.491695596;0
cg14242091;chr22;22337171;22337171;.029896485;.032496798;.036522476;Proximal promoter;CpG islands;.394268181;0
cg14247180;chr22;38513725;38513725;.867405057;.880704419;.90561117;Gene body;CGI Shelf;.024869512;0
cg14248017;chr22;40766670;40766670;.030856258;.033234092;.022021897;Proximal promoter;CpG islands;.253729817;0
cg14249147;chr22;19154937;19154937;.651035449;.624099181;.579594786;Intergenic;CGI Shelf;.106216678;0
cg14251596;chr22;41697184;41697184;.078196797;.078644223;.082754942;Proximal promoter;CGI Shore;.681311238;0
cg14259594;chr22;18958660;18958660;.091558632;.080087493;.12384796;Gene body;CpG islands;.208791936;0
cg14263779;chr22;48945175;48945175;.797980355;.870063909;.87467295;Gene body;Non CGI;8.03E-06;0
cg14264901;chr22;37579522;37579522;.820790707;.873135094;.87057246;Gene body;CGI Shore;6.3E-05;0
cg14268632;chr22;38092830;38092830;.102777367;.073983117;.042105883;Proximal promoter;Non CGI;.13514178;0
cg14271231;chr22;20759325;20759325;.888908842;.888230852;.901863628;Gene body;CGI Shore;.244255764;0
cg14274482;chr22;50913571;50913571;.072962822;.081747929;.061244963;Proximal promoter;CpG islands;.789337069;0
cg14278345;chr22;50451054;50451054;.782908057;.524009136;.461890306;Proximal promoter;CGI Shore;1.11E-11;1
cg14284689;chr22;21354064;21354064;.872295703;.792154732;.752580556;Gene body;CGI Shore;2.02E-09;1
cg14284759;chr22;43037849;43037849;.935121317;.829858278;.661388799;Proximal promoter;Non CGI;3.1E-09;1
cg14284925;chr22;42315998;42315998;.086939636;.098638388;.112630984;Distal promoter;CpG islands;.096160984;0
cg14286439;chr22;43116946;43116946;.047652844;.053209262;.03807389;Proximal promoter;CpG islands;.351370056;0
cg14290616;chr22;40420987;40420987;.026208966;.036191137;.048651014;Gene body;CGI Shelf;.001882846;0
cg14291009;chr22;18560618;18560618;.066418039;.067943973;.08556889;Proximal promoter;CpG islands;.036135905;0
cg14293575;chr22;18635460;18635460;.853600594;.881758331;.902532382;Gene body;CGI Shelf;.009367866;0
cg14296049;chr22;24108140;24108140;.546511124;.835853609;.796524757;Gene body;CGI Shore;2.84E-12;1
cg14297023;chr22;36906998;36906998;.881119911;.844353888;.654347433;Gene body;CGI Shelf;5.25E-09;1
cg14297029;chr22;37607676;37607676;.854397212;.731071729;.793294663;Gene body;CGI Shelf;.000531232;0
cg14300623;chr22;39934758;39934758;.834031253;.852329684;.840121666;Distal promoter;CGI Shelf;.4015295;0
cg14301048;chr22;36043070;36043070;.833771684;.586025088;.465758532;Proximal promoter;Non CGI;3.02E-05;0
cg14306683;chr22;43300632;43300632;.889974455;.898019914;.889826949;Gene body;Non CGI;.451700009;0
cg14309743;chr22;50312258;50312258;.111718144;.123631685;.106829678;Proximal promoter;CpG islands;.647679593;0
cg14310162;chr22;32146344;32146344;.138005578;.146338625;.149647104;Proximal promoter;CGI Shore;.462469412;0
cg14311088;chr22;40573762;40573762;.093527469;.101686731;.104467285;Proximal promoter;Non CGI;.407708654;0
cg14315410;chr22;45559602;45559602;.019071406;.022107646;.018040321;Proximal promoter;CpG islands;.562175475;0
cg14315891;chr22;49490950;49490950;.730846644;.668660337;.738817791;Intergenic;CGI Shelf;.017090289;0
cg14316339;chr22;38520900;38520900;.834533272;.834431465;.865081043;Gene body;CGI Shelf;.0008987;0
cg14319657;chr22;48027921;48027921;.714081824;.589455507;.624137673;Proximal promoter;CGI Shore;.000308064;0
cg14321343;chr22;29838869;29838869;.798762825;.773569772;.814847283;Proximal promoter;Non CGI;.209419221;0
cg14324805;chr22;30902615;30902615;.676573223;.698066946;.64636755;Proximal promoter;CGI Shore;.425251106;0
cg14325184;chr22;21025079;21025079;.716117478;.618092946;.670973792;Intergenic;CpG islands;.005461341;0
cg14326354;chr22;18900453;18900453;.593750636;.591809152;.377617928;Gene body;Non CGI;2.19E-07;1
cg14332918;chr22;38452315;38452315;.885350418;.8288841;.684129932;Proximal promoter;CGI Shore;3.06E-11;1
cg14335069;chr22;41956810;41956810;.229848238;.31493902;.239029249;Proximal promoter;Non CGI;.004283151;0
cg14336003;chr22;37213130;37213130;.103760999;.111826474;.102031027;Gene body;CpG islands;.522968251;0
cg14337900;chr22;36783947;36783947;.097481032;.099135751;.094628672;Proximal promoter;CpG islands;.835085792;0
cg14350179;chr22;43411101;43411101;.086768199;.090021896;.081107939;Proximal promoter;CpG islands;.553865993;0
cg14354895;chr22;50607824;50607824;.147060629;.178994071;.165110679;Proximal promoter;CpG islands;.343818433;0
cg14356187;chr22;22652273;22652273;.410383802;.402397929;.428273504;Proximal promoter;Non CGI;.035672526;0
cg14359061;chr22;32871233;32871233;.031641472;.036370828;.039054929;Proximal promoter;CpG islands;.545078583;0
cg14360421;chr22;50679767;50679767;.51853866;.537671603;.550584586;Gene body;CGI Shelf;.02808283;0
cg14370079;chr22;49935090;49935090;.954644698;.954241898;.974057981;Intergenic;CpG islands;.134284436;0
cg14370507;chr22;38081176;38081176;.863509606;.758031105;.6717233;Proximal promoter;CGI Shore;1.23E-08;1
cg14372705;chr22;19141030;19141030;.500527459;.616356769;.493209428;Distal promoter;CGI Shelf;.017082797;0
cg14372753;chr22;18064176;18064176;.873192582;.806429123;.836048274;Gene body;CpG islands;.273272893;0
cg14374974;chr22;26895194;26895194;.866569924;.877180773;.869346514;Gene body;CpG islands;.284408656;0
cg14378259;chr22;37765272;37765272;.836477054;.875373403;.912802661;Gene body;CGI Shelf;4.75E-05;0
cg14382318;chr22;46646383;46646383;.015626181;.01451167;.012694378;Proximal promoter;CpG islands;.529922195;0
cg14385557;chr22;36019497;36019497;.074855462;.074784103;.075629056;Proximal promoter;Non CGI;.992475955;0
cg14387414;chr22;39377930;39377930;.312648035;.386743447;.451107652;Proximal promoter;Non CGI;.000392376;0
cg14395060;chr22;32441170;32441170;.489330597;.413021426;.261523448;Gene body;CGI Shore;3.91E-08;1
cg14398464;chr22;38082108;38082108;.444758812;.250401317;.256031766;Proximal promoter;CGI Shore;3.27E-08;1
cg14400768;chr22;46609193;46609193;.858383646;.914864245;.932351584;Gene body;CGI Shore;.001747967;0
cg14403574;chr22;44136822;44136822;.660469729;.512103808;.388678135;Gene body;Non CGI;7.58E-06;0
cg14403603;chr22;30079754;30079754;.864299437;.722125865;.785486255;Gene body;Non CGI;6.13E-08;1
cg14405528;chr22;47372700;47372700;.905105546;.914048776;.862331471;Gene body;CGI Shelf;.047191975;0
cg14408814;chr22;41032829;41032829;.028128272;.02769348;.019223165;Proximal promoter;CpG islands;.180451807;0
cg14409507;chr22;44392607;44392607;.802383021;.874781446;.896804708;Distal promoter;CpG islands;.000115601;0
cg14412416;chr22;45148369;45148369;.097428419;.124812453;.121075569;Proximal promoter;Non CGI;.009239392;0
cg14412792;chr22;27050967;27050967;.88381352;.88726392;.889865495;Distal promoter;CGI Shelf;.710164232;0
cg14414122;chr22;50585386;50585386;.790646615;.499005857;.425174054;Proximal promoter;Non CGI;2.74E-09;1
cg14414316;chr22;38808468;38808468;.629564686;.590507828;.634343394;Intergenic;CGI Shore;.014295491;0
cg14415914;chr22;36537273;36537273;.896364752;.818113399;.77065056;Gene body;Non CGI;2.55E-08;1
cg14416575;chr22;42376431;42376431;.858868802;.878610591;.87896012;Gene body;CGI Shelf;.062496229;0
cg14420645;chr22;24114857;24114857;.110131305;.113400328;.107226362;Proximal promoter;CGI Shore;.740830898;0
cg14422759;chr22;20254229;20254229;.870360593;.851796028;.899673657;Gene body;CGI Shore;.000203489;0
cg14423417;chr22;46263018;46263018;.19155781;.168867639;.113215565;Intergenic;CpG islands;.000738925;0
cg14425733;chr22;46451214;46451214;.750557766;.234151543;.135566684;Proximal promoter;CGI Shore;9.22E-13;1
cg14432153;chr22;49146376;49146376;.813863643;.855783871;.875955065;Gene body;CpG islands;.21843733;0
cg14433414;chr22;22307378;22307378;.098552636;.12565806;.095748796;Proximal promoter;CpG islands;.022750992;0
cg14440974;chr22;39074834;39074834;.77449275;.731143324;.711883142;Distal promoter;CGI Shelf;.089994171;0
cg14443515;chr22;38598875;38598875;.056425063;.057495866;.044323451;Proximal promoter;CpG islands;.510053825;0
cg14452140;chr22;30793438;30793438;.103208008;.096682919;.084103733;Gene body;CGI Shore;.206960849;0
cg14455139;chr22;41573155;41573155;.905595411;.90978715;.668156386;Gene body;Non CGI;6.28E-10;1
cg14455590;chr22;50010191;50010191;.839729142;.877122054;.891071356;Downstream;CGI Shore;.01102894;0
cg14456116;chr22;33196425;33196425;.834326507;.549983721;.619483891;Proximal promoter;CGI Shore;1.71E-08;1
cg14457876;chr22;50945896;50945896;.028472629;.02931848;.024917283;Proximal promoter;CpG islands;.581516881;0
cg14457918;chr22;50608509;50608509;.090627479;.109439648;.106771345;Proximal promoter;CpG islands;.042646834;0
cg14458509;chr22;39066904;39066904;.892824566;.897974001;.897091467;Gene body;Non CGI;.763430127;0
cg14458815;chr22;23484001;23484001;.731362101;.636738334;.649335167;Proximal promoter;CpG islands;.001510263;0
cg14458955;chr22;42062938;42062938;.068545166;.064891013;.079685389;Downstream;CpG islands;.025529548;0
cg14466896;chr22;45705870;45705870;.05100677;.054018645;.04827499;Proximal promoter;CpG islands;.617134503;0
cg14473016;chr22;35937495;35937495;.149804192;.124031733;.230880397;Proximal promoter;CpG islands;6.95E-05;0
cg14481263;chr22;20008608;20008608;.024010089;.027333847;.020193605;Proximal promoter;CpG islands;.674548211;0
cg14489794;chr22;46972462;46972462;.609785817;.488262235;.44937861;Intergenic;CpG islands;2.63E-06;1
cg14496193;chr22;44207977;44207977;.107102138;.12509986;.106743069;Proximal promoter;CpG islands;.512915854;0
cg14497203;chr22;23487048;23487048;.688750323;.712797279;.794708102;Proximal promoter;CGI Shore;.000198775;0
cg14498989;chr22;39268205;39268205;.01591583;.01826807;.016011193;Proximal promoter;CpG islands;.533984433;0
cg14499387;chr22;31668786;31668786;.80644363;.90136739;.921563593;Gene body;CGI Shelf;1.07E-05;0
cg14503844;chr22;38795408;38795408;.049216894;.076677179;.080216505;Proximal promoter;CGI Shore;.091524472;0
cg14505256;chr22;20978594;20978594;.740734453;.736648148;.821204162;Intergenic;Non CGI;.005153772;0
cg14505585;chr22;17082770;17082770;.117345896;.06870001;.055672408;Proximal promoter;CGI Shore;.169705003;0
cg14507445;chr22;49886340;49886340;.730856284;.740466252;.695572859;Intergenic;CGI Shelf;.538495166;0
cg14509403;chr22;30476281;30476281;.351597497;.268972444;.139875662;Proximal promoter;CpG islands;.000245905;0
cg14511675;chr22;36420849;36420849;.848459128;.861048612;.874102467;Gene body;CGI Shelf;.000458324;0
cg14516948;chr22;42196187;42196187;.06983839;.096695828;.099422241;Proximal promoter;CpG islands;.359633883;0
cg14517004;chr22;48946660;48946660;.856699464;.902090671;.887245358;Gene body;Non CGI;.015265907;0
cg14518658;chr22;37726676;37726676;.43799082;.264922162;.312431596;Intergenic;CGI Shelf;1.79E-09;1
cg14519350;chr22;30661949;30661949;.212551303;.643542774;.776103278;Gene body;Non CGI;6.98E-13;1
cg14520770;chr22;19842507;19842507;.040087785;.03856774;.032078663;Proximal promoter;CpG islands;.717995306;0
cg14532519;chr22;42612642;42612642;.866836368;.855451459;.870772651;Proximal promoter;Non CGI;.050038256;0
cg14538249;chr22;26962806;26962806;.861904293;.863898646;.852357231;Proximal promoter;Non CGI;.841186648;0
cg14543179;chr22;31553928;31553928;.554895458;.56647746;.519878052;Distal promoter;CGI Shelf;.028582296;0
cg14547966;chr22;20941639;20941639;.91011916;.913011575;.921284402;Gene body;CGI Shelf;.548210888;0
cg14550212;chr22;36636492;36636492;.869621993;.865329276;.882797543;Proximal promoter;Non CGI;.324055872;0
cg14550778;chr22;47559425;47559425;.808972087;.855224647;.839595417;Gene body;CGI Shore;.079118226;0
cg14553765;chr22;19513078;19513078;.774783637;.634306237;.773227777;Proximal promoter;CGI Shore;1.45E-07;1
cg14555167;chr22;19842472;19842472;.028228029;.024645213;.025038278;Proximal promoter;CpG islands;.573820251;0
cg14559799;chr22;20760090;20760090;.953045227;.961557389;.962220174;Gene body;CpG islands;.069588169;0
cg14560584;chr22;46692491;46692491;.10513212;.134361076;.14025058;Proximal promoter;CpG islands;.005970077;0
cg14561229;chr22;37915089;37915089;.124897163;.073961758;.053369571;Proximal promoter;CpG islands;.039153072;0
cg14561318;chr22;18507401;18507401;.093510222;.111618966;.11813545;Proximal promoter;CpG islands;.016937583;0
cg14565783;chr22;43484995;43484995;.076753356;.079511795;.095923277;Proximal promoter;CGI Shore;.001573016;0
cg14570855;chr22;43249759;43249759;.895279795;.89884459;.741305698;Gene body;CGI Shelf;6.64E-08;1
cg14572705;chr22;47066434;47066434;.90309791;.926355844;.933843493;Gene body;CGI Shelf;.004618872;0
cg14575355;chr22;21996116;21996116;.11383879;.12727317;.138150683;Proximal promoter;CGI Shore;.02011525;0
cg14580600;chr22;39715786;39715786;.017096645;.017024306;.018600615;Proximal promoter;CpG islands;.849471755;0
cg14585793;chr22;50659436;50659436;.912742911;.918643377;.893097727;Gene body;CGI Shore;.018441064;0
cg14586373;chr22;37447398;37447398;.349928398;.28498038;.289338364;Proximal promoter;CGI Shore;.025454161;0
cg14588638;chr22;29665400;29665400;.119440576;.131679709;.143863948;Proximal promoter;CGI Shore;.033930229;0
cg14596108;chr22;49146584;49146584;.713424153;.77616916;.82568264;Gene body;CpG islands;.00315904;0
cg14606067;chr22;18593816;18593816;.158401357;.123706564;.103506726;Proximal promoter;CpG islands;.013765637;0
cg14625095;chr22;25590936;25590936;.811776749;.872264814;.899968899;Gene body;Non CGI;1.08E-05;0
cg14630839;chr22;50919823;50919823;.032325587;.034900496;.03460215;Proximal promoter;CpG islands;.626762107;0
cg14637317;chr22;39077763;39077763;.14313389;.147933964;.146496617;Proximal promoter;CGI Shore;.924792226;0
cg14642464;chr22;46777848;46777848;.963154697;.972386722;.976901226;Gene body;CpG islands;.594039861;0
cg14644570;chr22;26962815;26962815;.884398163;.87533356;.885307058;Proximal promoter;Non CGI;.435279023;0
cg14647989;chr22;43824766;43824766;.816889854;.705521069;.716120934;Gene body;CGI Shelf;2.06E-05;0
cg14649272;chr22;46402476;46402476;.127326749;.145212403;.143428939;Proximal promoter;Non CGI;.195059619;0
cg14676166;chr22;38245522;38245522;.029741724;.029984033;.032458704;Proximal promoter;CpG islands;.767160462;0
cg14679202;chr22;41600978;41600978;.507879112;.508967586;.44542408;Proximal promoter;CGI Shore;.030665613;0
cg14679444;chr22;50470101;50470101;.812203017;.813786229;.816780959;Intergenic;CpG islands;.979018204;0
cg14682699;chr22;42467252;42467252;.03778541;.03350799;.043165987;Proximal promoter;CGI Shore;.340434427;0
cg14685355;chr22;22090132;22090132;.034859099;.034711085;.028859905;Proximal promoter;CpG islands;.639746401;0
cg14686297;chr22;46650375;46650375;.295637349;.718945178;.647151195;Distal promoter;CGI Shelf;1.94E-11;1
cg14690065;chr22;36044234;36044234;.384110625;.28890968;.249718383;Proximal promoter;Non CGI;.016963268;0
cg14692151;chr22;23196862;23196862;.802398225;.606875129;.677891137;Intergenic;Non CGI;4.83E-08;1
cg14696444;chr22;45596957;45596957;.959658473;.96555936;.966786106;Proximal promoter;CGI Shore;.345745965;0
cg14697880;chr22;42356813;42356813;.670768793;.557965663;.532721463;Downstream;CGI Shelf;.00010758;0
cg14699765;chr22;45122261;45122261;.818533658;.823044144;.8323273;Gene body;CGI Shelf;.399445602;0
cg14701072;chr22;41075428;41075428;.182392799;.129201865;.118437917;Proximal promoter;Non CGI;.001330859;0
cg14702432;chr22;25321977;25321977;.623982163;.499739489;.505608879;Gene body;Non CGI;.000203853;0
cg14703589;chr22;31644558;31644558;.842206128;.519748288;.434695639;Proximal promoter;Non CGI;7.94E-15;1
cg14703829;chr22;20780298;20780298;.146564577;.638601292;.830218374;Gene body;CpG islands;9.54E-16;1
cg14704270;chr22;50639024;50639024;.100338096;.116571388;.107161557;Proximal promoter;CpG islands;.469525511;0
cg14711067;chr22;37975975;37975975;.132298113;.447103915;.604021727;Proximal promoter;Non CGI;1.5E-15;1
cg14721708;chr22;43606235;43606235;.937352009;.961196849;.95958244;Gene body;CpG islands;.165151999;0
cg14722674;chr22;20861944;20861944;.037876321;.032982883;.033348804;Proximal promoter;CpG islands;.403718623;0
cg14725803;chr22;19035997;19035997;.881268383;.881908612;.897956811;Proximal promoter;Non CGI;.072072548;0
cg14727512;chr22;19118918;19118918;.877655783;.857189839;.826860518;Gene body;CGI Shore;.016302241;0
cg14733672;chr22;35777245;35777245;.072961499;.074801346;.065682745;Proximal promoter;CGI Shore;.487900605;0
cg14736248;chr22;18321906;18321906;.773365081;.820954886;.8447424;Gene body;CGI Shelf;.00072793;0
cg14737704;chr22;50728534;50728534;.706094961;.664680232;.59190587;Gene body;CpG islands;3.5E-05;0
cg14740204;chr22;24236549;24236549;.115279964;.123672771;.122211297;Proximal promoter;CpG islands;.828934819;0
cg14742079;chr22;37956207;37956207;.248312527;.118591944;.205701017;Proximal promoter;CpG islands;.000215468;0
cg14742445;chr22;30195299;30195299;.434645337;.22781395;.181595671;Gene body;Non CGI;5.17E-06;1
cg14743748;chr22;46929704;46929704;.866420448;.871190423;.883380427;Gene body;CpG islands;.228594695;0
cg14752348;chr22;48027726;48027726;.865889523;.851127549;.84915164;Proximal promoter;CpG islands;.14938991;0
cg14753691;chr22;19554706;19554706;.777845136;.542341063;.599912769;Proximal promoter;CGI Shore;4.16E-08;1
cg14755831;chr22;19279882;19279882;.115783359;.113946836;.094696054;Proximal promoter;CGI Shore;.42702415;0
cg14757173;chr22;37602542;37602542;.669867167;.616759381;.588456073;Gene body;CGI Shore;.000185757;0
cg14757543;chr22;28010428;28010428;.354868746;.276964057;.530663434;Intergenic;CpG islands;6.68E-07;1
cg14761175;chr22;17898020;17898020;.670809034;.682363896;.707227756;Intergenic;CpG islands;.086946349;0
cg14763763;chr22;24968468;24968468;.786375934;.791683346;.822228691;Gene body;Non CGI;.189711094;0
cg14771451;chr22;18508298;18508298;.742452733;.767915995;.781206899;Proximal promoter;CGI Shore;.087173392;0
cg14773441;chr22;42541797;42541797;.648989847;.745773901;.76155954;Proximal promoter;CGI Shelf;9.7E-08;1
cg14774086;chr22;24181270;24181270;.099406846;.179792714;.247392878;Proximal promoter;CpG islands;6.48E-07;1
cg14780837;chr22;39760267;39760267;.15227551;.414592964;.252985305;Proximal promoter;Non CGI;4.7E-08;1
cg14781778;chr22;45608692;45608692;.865119859;.410313835;.26176406;Proximal promoter;Non CGI;9.84E-17;1
cg14785220;chr22;19010129;19010129;.78629029;.759182955;.788672248;Proximal promoter;Non CGI;.606710265;0
cg14785479;chr22;20792535;20792535;.181987487;.180429114;.154971945;Proximal promoter;CpG islands;.341144038;0
cg14786713;chr22;45406130;45406130;.209392941;.206060066;.21767659;Proximal promoter;CpG islands;.894365636;0
cg14787483;chr22;39052528;39052528;.066892831;.067824642;.071198384;Proximal promoter;CpG islands;.624277912;0
cg14788749;chr22;35937309;35937309;.139923437;.132272458;.169992428;Proximal promoter;CpG islands;.12127116;0
cg14789590;chr22;32853844;32853844;.872113472;.888145643;.872278693;Proximal promoter;Non CGI;.331647238;0
cg14789928;chr22;41347758;41347758;.029797482;.035103232;.033259707;Proximal promoter;CpG islands;.31229929;0
cg14796474;chr22;24647469;24647469;.89462026;.876316715;.906866498;Proximal promoter;CpG islands;.387936882;0
cg14797198;chr22;45403175;45403175;.033806672;.028794901;.032980983;Gene body;CpG islands;.66976115;0
cg14798310;chr22;24234197;24234197;.873184878;.882566742;.877475456;Distal promoter;CGI Shelf;.431047961;0
cg14810501;chr22;50609143;50609143;.040180328;.043365765;.040453555;Proximal promoter;CGI Shore;.770902355;0
cg14815005;chr22;22222162;22222162;.030756119;.034148152;.030100837;Proximal promoter;CpG islands;.705429233;0
cg14816471;chr22;16202725;16202725;.723269783;.743369539;.732449289;Intergenic;CGI Shelf;.660584116;0
cg14821761;chr22;22652529;22652529;.090970033;.110006669;.081072815;Proximal promoter;Non CGI;.505589437;0
cg14826516;chr22;50639351;50639351;.084338578;.097506597;.068515314;Proximal promoter;CpG islands;.68768357;0
cg14831990;chr22;21400167;21400167;.029145288;.025994472;.027354828;Proximal promoter;CpG islands;.720477137;0
cg14835423;chr22;20748341;20748341;.024236792;.026042881;.022050591;Proximal promoter;CpG islands;.426452939;0
cg14835962;chr22;21355944;21355944;.128407494;.147290582;.126374158;Proximal promoter;CGI Shore;.644306595;0
cg14837980;chr22;50493129;50493129;.88572476;.886223816;.893836626;Downstream;CGI Shelf;.421063894;0
cg14841838;chr22;20639089;20639089;.855679681;.872360956;.877053819;Intergenic;CGI Shore;.055497925;0
cg14844130;chr22;22598937;22598937;.077601654;.312542061;.517873418;Proximal promoter;Non CGI;4.61E-12;1
